RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
991,16696806,Customer_990,687,Spain,Male,71,8,207162.95,2,1,0,154563.27,1
992,10587196,Customer_991,564,Germany,Female,44,2,127360.29,1,1,1,67634.33,0
993,14065812,Customer_992,418,France,Female,42,9,89321.14,1,0,1,185648.34,0
994,14836133,Customer_993,719,Germany,Female,51,4,34701.67,1,1,0,162014.43,1
995,16971083,Customer_994,376,France,Male,77,5,142603.85,2,1,0,72047.73,0
996,18601628,Customer_995,574,France,Female,71,2,0.0,1,1,0,76878.17,0
997,10628986,Customer_996,671,Spain,Female,22,9,73474.12,2,0,0,108385.22,0
998,15768679,Customer_997,583,France,Male,53,7,150014.23,2,1,0,28922.7,0
999,16553391,Customer_998,835,Spain,Male,71,1,109841.72,2,0,0,141122.47,0
1000,11170971,Customer_999,792,France,Female,53,5,0.0,1,1,1,125737.8,1
1001,12918550,Customer_1000,761,France,Male,86,1,139871.56,1,1,1,70554.1,0
1002,12249268,Customer_1001,757,Germany,Female,56,8,233419.65,2,1,0,131228.75,0
1003,18711156,Customer_1002,400,Spain,Male,87,5,0.0,1,1,0,28666.32,0
1004,18520685,Customer_1003,498,Germany,Female,21,8,221873.83,1,1,1,190889.76,0
1005,12292593,Customer_1004,764,Spain,Male,91,3,130131.28,1,0,1,22724.62,0
1006,12358031,Customer_1005,424,Germany,Male,82,2,0.0,2,1,0,72479.45,0
1007,14573115,Customer_1006,655,Germany,Male,57,1,0.0,2,1,0,194401.33,0
1008,17491111,Customer_1007,441,Spain,Male,54,7,100042.28,1,1,0,85687.41,0
1009,10574304,Customer_1008,717,France,Female,84,3,233275.37,2,0,0,178264.26,0
1010,15763622,Customer_1009,773,France,Male,48,1,55820.6,2,0,0,38670.88,1
1011,18634435,Customer_1010,417,France,Female,64,8,30364.43,1,1,1,22680.03,0
1012,15809925,Customer_1011,584,Spain,Male,44,7,0.0,1,0,1,30552.73,0
1013,16120750,Customer_1012,711,Spain,Male,68,4,0.0,4,1,0,194689.98,0
1014,15125897,Customer_1013,493,France,Female,37,7,71161.83,1,1,1,26867.61,0
1015,14555038,Customer_1014,425,Germany,Male,30,4,0.0,1,1,1,133829.99,0
1016,18152902,Customer_1015,435,Spain,Male,80,6,131226.31,2,1,1,93713.91,0
1017,16865293,Customer_1016,576,France,Female,61,4,148035.06,1,1,1,173551.49,1
1018,11567930,Customer_1017,712,Germany,Male,41,4,205262.76,2,0,1,65919.4,0
1019,15872100,Customer_1018,796,Spain,Female,20,3,0.0,1,0,0,15493.33,1
1020,14485945,Customer_1019,405,France,Male,27,4,169125.78,2,0,0,152234.03,0
1021,19041952,Customer_1020,429,Germany,Male,82,6,208691.74,2,0,0,121864.09,1
1022,12610771,Customer_1021,373,France,Male,66,2,0.0,1,1,0,92555.58,0
1023,17422826,Customer_1022,576,Spain,Female,75,3,0.0,2,1,0,71373.04,0
1024,18549048,Customer_1023,377,Spain,Male,19,7,87543.26,1,1,0,180893.0,0
1025,16851770,Customer_1024,470,Spain,Male,83,5,148726.51,1,0,1,33141.93,0
1026,14071321,Customer_1025,839,France,Male,48,7,221443.1,2,0,1,36857.39,0
1027,19717940,Customer_1026,442,Spain,Male,85,1,197611.52,2,1,1,12817.5,0
1028,17241873,Customer_1027,690,Spain,Male,54,8,145990.73,2,1,0,23787.08,0
1029,15480037,Customer_1028,461,France,Male,90,6,245933.41,2,0,0,172883.59,0
1030,14871441,Customer_1029,727,Spain,Male,41,4,109746.81,2,1,0,160793.46,1
1031,13467430,Customer_1030,694,France,Male,61,6,210612.64,2,1,0,29460.12,0
1032,12071278,Customer_1031,836,Germany,Male,58,1,0.0,2,0,0,158164.91,1
1033,13947726,Customer_1032,380,France,Female,91,3,227009.58,1,0,1,131799.38,1
1034,13177379,Customer_1033,492,France,Male,68,6,246919.59,2,1,0,83622.17,0
1035,10968607,Customer_1034,716,France,Female,59,1,0.0,2,1,0,25998.88,0
1036,10345811,Customer_1035,647,Germany,Female,57,7,0.0,1,1,0,124446.83,1
1037,13221573,Customer_1036,576,France,Female,65,9,0.0,2,1,1,169538.4,0
1038,16044798,Customer_1037,707,Germany,Male,21,9,213471.22,1,1,1,89934.8,0
1039,16839367,Customer_1038,599,France,Female,77,4,0.0,1,1,1,90633.65,1
1040,13356708,Customer_1039,399,France,Female,56,4,83992.48,1,1,0,167069.79,0
1041,17888545,Customer_1040,563,Germany,Female,22,7,11826.7,2,0,1,50012.73,1
1042,11534433,Customer_1041,729,Spain,Male,23,0,127460.52,1,1,1,42769.03,0
1043,10075163,Customer_1042,738,France,Female,31,5,118525.23,2,1,0,142160.23,0
1044,19547208,Customer_1043,781,Germany,Male,87,1,21440.99,2,1,1,134728.34,0
1045,11997029,Customer_1044,618,Spain,Female,29,0,198722.49,2,1,1,183304.01,1
1046,12866216,Customer_1045,637,Germany,Female,79,6,70897.57,2,1,0,73508.12,1
1047,15817721,Customer_1046,544,France,Male,44,3,161438.02,1,1,0,48380.19,0
1048,11305310,Customer_1047,603,France,Male,71,0,0.0,1,1,0,91477.63,0
1049,10408839,Customer_1048,428,Spain,Female,29,9,0.0,2,1,1,82920.16,0
1050,11926394,Customer_1049,824,France,Female,25,5,184818.63,2,1,1,188238.03,0
1051,17945479,Customer_1050,593,Spain,Female,91,9,97105.68,2,1,1,184345.21,0
1052,19821133,Customer_1051,440,Germany,Male,33,5,0.0,1,1,0,91348.43,0
1053,19010017,Customer_1052,763,Spain,Male,69,2,0.0,1,0,0,88374.08,0
1054,14178072,Customer_1053,355,Spain,Female,43,5,246355.62,3,1,0,94548.63,0
1055,10074815,Customer_1054,630,Spain,Female,25,9,199027.01,2,1,1,148870.15,0
1056,12174722,Customer_1055,761,France,Male,62,8,197235.0,1,1,1,114511.42,0
1057,13544568,Customer_1056,795,Spain,Male,36,5,0.0,2,1,0,64705.63,0
1058,17393274,Customer_1057,499,France,Female,34,0,4433.38,1,0,0,156058.63,0
1059,17838175,Customer_1058,673,France,Male,82,9,146342.84,1,1,1,181727.51,0
1060,10963709,Customer_1059,748,Germany,Female,46,5,0.0,1,1,0,146373.96,1
1061,15704178,Customer_1060,631,Spain,Male,31,7,195108.36,2,0,1,46983.94,0
1062,17662153,Customer_1061,540,Spain,Female,34,6,104019.04,3,0,0,160436.98,0
1063,19844503,Customer_1062,623,Spain,Female,30,7,84648.56,2,0,1,197900.72,0
1064,13649686,Customer_1063,422,France,Female,80,7,18412.32,2,0,0,140179.48,1
1065,16873396,Customer_1064,796,France,Male,50,8,249016.27,2,0,0,56338.38,0
1066,11652528,Customer_1065,667,Germany,Female,46,2,239002.7,1,1,1,11054.05,0
1067,19413825,Customer_1066,849,France,Female,54,6,0.0,1,0,0,83227.17,0
1068,11973311,Customer_1067,417,France,Male,63,5,83202.9,2,1,0,99347.52,1
1069,16580506,Customer_1068,653,France,Female,41,1,0.0,2,0,1,182834.35,0
1070,19336895,Customer_1069,783,France,Female,31,4,0.0,2,1,0,127739.15,0
1071,11061691,Customer_1070,412,France,Female,22,2,233617.14,1,1,1,63507.75,0
1072,19152290,Customer_1071,802,France,Male,70,4,0.0,1,1,1,141428.77,0
1073,10053447,Customer_1072,842,France,Male,47,8,238979.1,1,1,1,27515.95,0
1074,16333817,Customer_1073,483,France,Male,77,7,218626.35,2,0,1,50551.89,0
1075,10695039,Customer_1074,791,Spain,Male,90,8,188635.38,1,1,1,151453.22,0
1076,11549435,Customer_1075,656,France,Female,45,8,0.0,2,1,1,66473.67,0
1077,18896582,Customer_1076,617,France,Male,43,7,0.0,1,1,0,15916.88,0
1078,14744651,Customer_1077,572,Germany,Male,35,7,171037.47,4,1,1,104385.93,0
1079,19546354,Customer_1078,780,France,Male,53,5,47179.95,1,0,1,135029.51,0
1080,17941136,Customer_1079,475,Spain,Female,25,5,0.0,1,1,0,159913.85,1
1081,14326584,Customer_1080,614,Spain,Female,35,5,128750.41,2,1,0,68146.06,1
1082,10526413,Customer_1081,356,France,Female,75,9,245473.67,2,0,1,90669.26,0
1083,11355638,Customer_1082,762,France,Male,49,5,0.0,1,1,1,115746.65,1
1084,14211090,Customer_1083,555,Spain,Female,66,8,9613.75,2,1,1,24187.55,0
1085,13246242,Customer_1084,528,Spain,Female,65,9,66047.38,1,0,1,47552.3,0
1086,19408657,Customer_1085,817,France,Male,88,0,229345.44,2,1,0,80158.28,1
1087,19163928,Customer_1086,845,Germany,Female,82,9,0.0,1,0,0,60763.66,1
1088,16310445,Customer_1087,532,France,Male,50,5,182124.64,1,1,1,98507.44,1
1089,13465939,Customer_1088,829,Spain,Male,67,7,14215.97,1,1,0,133639.3,0
1090,19308294,Customer_1089,792,France,Female,21,0,5885.35,1,0,1,112540.32,0
1091,16997590,Customer_1090,789,Spain,Male,53,5,119898.75,1,0,0,157099.56,0
1092,10122685,Customer_1091,755,Germany,Male,45,8,0.0,1,1,0,129006.7,1
1093,17385690,Customer_1092,577,Germany,Male,20,5,217324.18,2,0,0,65463.29,1
1094,12918548,Customer_1093,585,Germany,Male,23,1,233276.91,2,0,0,32794.13,0
1095,16561759,Customer_1094,495,France,Male,62,0,155885.38,1,1,1,131541.27,0
1096,10924772,Customer_1095,407,France,Male,40,3,0.0,4,0,0,50270.98,1
1097,13972161,Customer_1096,645,France,Female,24,5,0.0,3,0,0,70546.41,0
1098,19582961,Customer_1097,590,France,Male,78,9,6841.0,2,1,0,161088.43,0
1099,16494728,Customer_1098,694,Spain,Male,82,9,0.0,2,0,1,51783.65,0
1100,17042082,Customer_1099,636,France,Male,23,8,54607.66,1,0,0,112188.71,0
1101,13858917,Customer_1100,789,France,Male,41,4,182121.59,1,1,1,28016.65,0
1102,12896451,Customer_1101,512,Spain,Female,54,6,164741.83,1,1,0,89142.5,0
1103,19634261,Customer_1102,375,Spain,Female,62,5,0.0,2,1,0,196252.65,1
1104,12162454,Customer_1103,801,Spain,Male,68,5,48944.75,2,1,1,191332.74,0
1105,11511813,Customer_1104,455,Spain,Female,62,8,82268.12,2,1,0,189852.92,0
1106,16144099,Customer_1105,589,France,Male,80,4,189232.66,2,1,0,123080.69,0
1107,10704979,Customer_1106,689,France,Male,46,1,9811.06,1,1,1,65991.75,0
1108,11806322,Customer_1107,767,Spain,Male,42,7,0.0,2,1,1,77440.81,0
1109,11316747,Customer_1108,681,Germany,Male,27,2,166278.3,1,1,0,49148.44,0
1110,14294970,Customer_1109,749,France,Female,52,8,42867.74,2,1,0,28543.61,1
1111,10462656,Customer_1110,728,Spain,Female,72,4,29854.32,1,1,1,42081.84,1
1112,17405222,Customer_1111,391,France,Male,42,0,97553.06,1,1,1,98779.66,0
1113,11486632,Customer_1112,482,France,Male,62,3,0.0,2,1,1,15135.77,0
1114,11561641,Customer_1113,666,Germany,Female,29,8,162273.92,1,1,1,188447.28,0
1115,11061495,Customer_1114,393,Germany,Female,21,0,242392.13,2,1,1,116708.37,0
1116,17955668,Customer_1115,384,Germany,Male,84,7,0.0,2,1,1,42968.85,0
1117,11269441,Customer_1116,713,France,Female,34,7,225594.98,1,0,1,89104.72,1
1118,11194079,Customer_1117,696,Spain,Male,90,8,108305.76,1,1,0,81494.49,0
1119,19855260,Customer_1118,733,France,Female,82,8,166001.93,1,0,0,168716.46,0
1120,13186912,Customer_1119,350,France,Female,70,5,212756.76,1,1,0,32894.02,0
1121,17213308,Customer_1120,575,Spain,Female,74,4,143364.67,1,0,0,91675.42,0
1122,19991129,Customer_1121,648,Spain,Female,45,6,24327.96,1,1,1,145148.91,0
1123,13843272,Customer_1122,637,Spain,Male,33,8,35148.79,1,0,0,80905.9,0
1124,15424956,Customer_1123,585,Spain,Male,38,4,197320.01,1,1,1,77942.61,0
1125,17053715,Customer_1124,708,Germany,Female,59,2,57274.56,1,1,1,74683.28,0
1126,12676016,Customer_1125,796,Germany,Male,71,8,142259.4,2,1,0,154781.95,0
1127,16334746,Customer_1126,382,France,Female,49,9,0.0,2,1,1,32667.71,1
1128,13800297,Customer_1127,444,France,Female,55,0,0.0,1,1,1,172773.82,1
1129,14858162,Customer_1128,554,France,Male,87,0,196741.89,2,0,0,23468.14,0
1130,14791672,Customer_1129,458,France,Male,55,9,182804.16,1,0,0,70610.78,0
1131,16294162,Customer_1130,671,Germany,Male,71,3,161527.22,1,1,0,83918.77,1
1132,14649643,Customer_1131,379,France,Female,77,1,93167.84,1,0,0,84781.85,1
1133,11273098,Customer_1132,615,France,Male,64,6,0.0,2,1,1,45658.13,0
1134,17034955,Customer_1133,372,France,Male,29,1,128973.74,1,0,1,124600.18,0
1135,17757740,Customer_1134,446,Germany,Male,70,6,0.0,1,1,0,96178.71,0
1136,18843910,Customer_1135,388,France,Male,50,7,0.0,2,1,0,117838.91,0
1137,10898178,Customer_1136,522,Spain,Female,45,7,0.0,3,1,0,126833.81,0
1138,13523023,Customer_1137,597,France,Female,20,2,3859.37,1,0,1,46353.87,0
1139,19833789,Customer_1138,728,France,Female,43,8,0.0,1,1,1,184855.35,1
1140,13506698,Customer_1139,762,Germany,Female,71,9,0.0,2,1,0,167717.94,1
1141,14724608,Customer_1140,763,Spain,Female,57,9,208168.5,1,0,1,167396.85,1
1142,18641794,Customer_1141,511,France,Female,83,9,0.0,1,0,1,111014.22,0
1143,15497258,Customer_1142,529,Germany,Female,85,5,0.0,2,1,0,165810.23,0
1144,18876337,Customer_1143,452,Germany,Male,64,3,199247.31,2,0,0,129222.15,1
1145,15967693,Customer_1144,558,France,Female,19,7,190162.37,1,1,0,95605.43,0
1146,19329662,Customer_1145,371,Spain,Female,59,3,0.0,2,1,0,152967.51,0
1147,11612013,Customer_1146,354,Spain,Female,51,3,0.0,2,1,0,123989.21,0
1148,14438393,Customer_1147,488,Germany,Female,38,7,165702.8,1,1,0,10382.59,0
1149,18775196,Customer_1148,563,Spain,Male,61,3,233414.8,1,1,1,199430.53,0
1150,19699716,Customer_1149,509,Spain,Female,19,0,0.0,1,1,0,91671.69,0
1151,16740331,Customer_1150,757,Germany,Female,76,5,0.0,2,1,0,118628.32,1
1152,13364258,Customer_1151,744,Spain,Male,33,7,223671.76,2,0,0,87127.82,0
1153,11932544,Customer_1152,488,Germany,Female,37,2,170764.02,1,1,0,29057.45,1
1154,18309615,Customer_1153,494,Germany,Female,43,1,97068.99,2,0,1,168461.9,0
1155,13130118,Customer_1154,509,Germany,Female,33,5,0.0,2,0,0,139685.52,1
1156,17776725,Customer_1155,432,Spain,Female,87,0,0.0,1,1,1,167418.01,0
1157,19895966,Customer_1156,504,France,Female,40,4,88221.62,2,1,0,101949.77,1
1158,11975568,Customer_1157,637,Spain,Female,59,5,17641.55,2,1,0,160424.36,0
1159,13542545,Customer_1158,666,Spain,Female,54,7,0.0,1,0,1,161566.68,1
1160,10290678,Customer_1159,630,France,Male,89,6,80751.72,2,1,1,73896.29,1
1161,15516916,Customer_1160,413,Spain,Male,23,5,0.0,1,1,1,10773.9,0
1162,11077733,Customer_1161,541,France,Female,54,1,119792.53,1,1,1,173359.61,0
1163,19135458,Customer_1162,505,France,Male,39,7,0.0,2,0,1,45080.32,0
1164,17823464,Customer_1163,773,Germany,Female,23,7,69082.62,2,0,1,175055.51,0
1165,12318434,Customer_1164,849,France,Male,49,4,20236.48,3,1,0,127476.79,1
1166,19940624,Customer_1165,440,Spain,Female,34,2,106106.43,1,1,1,130601.08,0
1167,14679502,Customer_1166,491,Spain,Male,55,7,13731.36,1,1,0,56971.49,0
1168,13153137,Customer_1167,391,Germany,Female,34,4,174317.13,1,1,0,86495.54,0
1169,10674589,Customer_1168,598,France,Male,54,2,239810.87,2,0,0,69297.46,0
1170,10581533,Customer_1169,644,France,Male,40,8,0.0,1,1,1,46166.21,0
1171,15158139,Customer_1170,607,Germany,Female,66,8,68847.61,2,1,1,147656.2,0
1172,11818762,Customer_1171,686,Spain,Female,78,6,0.0,1,1,1,28210.24,0
1173,11296569,Customer_1172,350,Germany,Male,66,7,58195.89,1,0,0,107273.72,0
1174,15834892,Customer_1173,458,France,Male,78,4,55402.5,1,0,0,111841.6,0
1175,10367467,Customer_1174,765,Germany,Female,49,4,0.0,2,1,0,191523.43,0
1176,19542359,Customer_1175,816,Germany,Male,80,4,24336.67,1,1,0,175184.5,1
1177,15337555,Customer_1176,474,Spain,Female,24,1,223929.76,1,1,1,103420.86,0
1178,12973794,Customer_1177,413,France,Male,39,2,221280.12,1,1,0,170394.67,0
1179,15465259,Customer_1178,555,Spain,Male,23,7,0.0,2,1,0,160209.76,0
1180,18319805,Customer_1179,764,Germany,Female,78,5,15480.09,2,0,0,15300.32,0
1181,14143962,Customer_1180,791,Spain,Female,31,8,201000.19,3,1,1,185206.05,0
1182,16959950,Customer_1181,687,France,Female,33,6,0.0,1,0,0,140701.91,0
1183,19610903,Customer_1182,593,Germany,Male,20,5,26605.31,1,1,0,137670.95,0
1184,15699112,Customer_1183,427,Spain,Male,26,3,81324.1,1,0,0,145561.48,0
1185,12130684,Customer_1184,460,France,Male,64,6,107867.58,2,1,1,52704.76,0
1186,17091686,Customer_1185,491,Spain,Female,59,3,88472.24,1,1,1,15542.76,0
1187,13112471,Customer_1186,565,Germany,Male,59,6,41307.45,2,1,1,54050.24,1
1188,12387902,Customer_1187,802,France,Male,40,4,28032.43,1,1,1,160969.81,0
1189,18030851,Customer_1188,365,France,Female,20,1,214853.81,2,1,0,123489.88,0
1190,11039329,Customer_1189,802,Germany,Male,18,6,0.0,1,0,0,78642.93,0
1191,11482752,Customer_1190,403,France,Male,84,7,54649.84,2,1,1,55888.66,0
1192,13979655,Customer_1191,490,Germany,Female,88,9,0.0,2,1,1,161968.0,1
1193,11998987,Customer_1192,729,France,Female,20,1,9205.85,1,1,0,96995.15,1
1194,15825941,Customer_1193,685,Germany,Female,66,5,150070.3,2,1,0,126231.4,1
1195,18065229,Customer_1194,428,France,Female,84,3,0.0,2,1,0,12388.47,0
1196,19248216,Customer_1195,764,Spain,Female,72,4,149549.1,1,1,1,91687.08,0
1197,10363583,Customer_1196,802,Spain,Female,21,0,153531.29,2,1,1,12932.55,0
1198,14363687,Customer_1197,498,Spain,Female,48,5,0.0,1,0,1,159611.38,1
1199,13050550,Customer_1198,476,Germany,Female,83,7,57476.19,1,1,1,57357.78,1
1200,15900630,Customer_1199,507,France,Female,81,1,115866.16,1,0,0,41753.25,1
1201,16734052,Customer_1200,628,Spain,Male,48,0,240471.83,1,1,1,186014.88,0
1202,17239720,Customer_1201,387,France,Female,80,8,0.0,2,1,0,13421.45,1
1203,19673786,Customer_1202,506,France,Female,83,1,0.0,1,1,1,47585.99,0
1204,11824229,Customer_1203,682,France,Male,48,7,0.0,1,1,0,55692.05,0
1205,11186592,Customer_1204,637,France,Female,64,4,0.0,2,1,0,166332.75,1
1206,15470572,Customer_1205,461,Spain,Male,39,1,65982.59,2,0,1,144915.94,0
1207,13230188,Customer_1206,539,Germany,Male,91,4,189231.04,1,0,0,193807.61,0
1208,11181168,Customer_1207,455,France,Female,63,8,0.0,2,1,1,142022.87,0
1209,18693981,Customer_1208,440,France,Male,75,5,0.0,1,0,1,54900.6,0
1210,11086508,Customer_1209,703,Spain,Female,78,2,174457.31,2,0,0,41698.85,0
1211,16444920,Customer_1210,650,France,Female,63,7,153396.6,1,1,0,153527.09,0
1212,10250366,Customer_1211,398,France,Male,18,0,129844.76,2,0,1,181171.64,1
1213,19564234,Customer_1212,510,France,Male,42,8,0.0,1,1,0,183217.84,0
1214,13918894,Customer_1213,353,Spain,Male,78,8,11177.09,2,1,0,156508.37,0
1215,16599286,Customer_1214,751,Germany,Female,31,3,216421.98,2,0,1,160929.56,1
1216,15804887,Customer_1215,547,France,Female,62,7,216385.15,2,1,0,135850.13,0
1217,14422624,Customer_1216,669,France,Male,56,2,148511.83,2,1,0,149807.15,0
1218,16243604,Customer_1217,761,Germany,Female,83,5,66971.08,1,1,0,32049.38,0
1219,14056125,Customer_1218,713,Germany,Female,49,9,7032.76,1,1,0,72549.45,1
1220,16619001,Customer_1219,726,France,Male,75,9,357.2,2,0,0,97038.78,0
1221,16951645,Customer_1220,791,Spain,Male,73,7,18226.85,1,1,0,136221.38,0
1222,17181583,Customer_1221,824,France,Male,23,8,0.0,1,1,0,89359.52,0
1223,14193035,Customer_1222,603,France,Male,84,7,47098.99,2,1,0,81249.62,0
1224,17487541,Customer_1223,439,Spain,Male,67,8,66264.52,1,0,1,117083.43,0
1225,12807476,Customer_1224,661,France,Male,55,3,174915.09,1,1,1,84941.49,0
1226,10707498,Customer_1225,369,Germany,Male,20,9,239787.44,2,1,0,23782.77,0
1227,16144311,Customer_1226,426,France,Male,22,0,51693.96,2,1,0,194189.2,0
1228,18291030,Customer_1227,569,France,Male,41,6,116410.98,2,0,1,185970.79,0
1229,18452473,Customer_1228,511,Spain,Male,71,9,247869.85,2,0,0,17411.67,0
1230,13848633,Customer_1229,846,France,Female,51,3,232918.6,1,1,1,110545.48,0
1231,18502423,Customer_1230,692,Spain,Female,56,0,88079.08,2,1,1,145427.05,1
1232,14117222,Customer_1231,743,France,Male,65,2,79922.26,2,0,0,125873.94,0
1233,10280921,Customer_1232,464,France,Female,66,6,60542.66,1,1,1,77143.46,0
1234,11988155,Customer_1233,443,France,Female,51,2,38850.71,2,1,1,162622.3,0
1235,18376194,Customer_1234,755,Germany,Female,24,0,0.0,1,1,1,126801.96,1
1236,15135254,Customer_1235,482,France,Female,35,6,0.0,1,1,0,55396.76,0
1237,10226106,Customer_1236,521,Spain,Female,87,7,186209.4,1,1,0,126134.22,1
1238,11447002,Customer_1237,463,France,Female,51,4,0.0,2,0,0,62187.54,0
1239,10712777,Customer_1238,358,Spain,Male,68,5,0.0,1,0,0,123211.47,0
1240,12467095,Customer_1239,648,France,Male,85,2,72036.65,1,1,0,155220.5,0
1241,15906871,Customer_1240,609,Spain,Female,31,4,0.0,2,1,0,67483.37,0
1242,17011312,Customer_1241,519,Spain,Female,86,2,159607.52,1,1,1,63679.13,0
1243,12830003,Customer_1242,670,Spain,Male,25,1,0.0,1,1,0,148073.47,1
1244,12477284,Customer_1243,447,Spain,Female,32,6,0.0,1,1,1,106590.31,1
1245,16272193,Customer_1244,518,Spain,Female,76,9,70677.84,1,1,1,36372.11,0
1246,10817505,Customer_1245,797,Germany,Female,28,6,61528.92,1,1,0,113682.13,1
1247,16497173,Customer_1246,660,France,Female,37,7,0.0,2,1,0,136009.72,0
1248,12935664,Customer_1247,567,France,Female,72,0,18936.6,1,1,1,103349.99,0
1249,14496321,Customer_1248,751,Spain,Male,53,1,129564.11,2,1,1,128590.64,0
1250,15366760,Customer_1249,749,Germany,Male,31,1,21866.76,4,0,0,79322.33,1
1251,19773161,Customer_1250,692,Spain,Female,75,2,84264.0,2,1,0,176784.65,0
1252,13455781,Customer_1251,779,France,Male,55,6,0.0,2,1,0,55593.24,0
1253,15816679,Customer_1252,769,France,Female,18,6,103141.01,2,1,1,63455.6,0
1254,18753365,Customer_1253,695,France,Female,82,6,70085.46,4,0,0,156995.37,0
1255,17938882,Customer_1254,799,Germany,Female,18,0,0.0,2,0,1,20993.1,0
1256,19761209,Customer_1255,393,France,Female,77,1,185067.28,1,0,0,197602.24,1
1257,17997161,Customer_1256,849,France,Female,42,7,63646.23,2,1,1,129512.89,0
1258,11673601,Customer_1257,610,France,Female,27,8,74849.98,2,1,1,163414.52,0
1259,11287608,Customer_1258,634,France,Female,67,9,0.0,1,1,1,120949.33,0
1260,11632716,Customer_1259,475,Germany,Female,29,6,241305.82,2,1,0,159402.69,1
1261,12619232,Customer_1260,609,France,Female,49,0,53467.88,1,0,1,92497.93,1
1262,14153644,Customer_1261,844,Spain,Male,50,3,163561.91,1,1,1,119581.07,0
1263,13181644,Customer_1262,704,France,Female,89,9,226647.46,1,1,1,135765.65,0
1264,10840710,Customer_1263,563,France,Male,43,7,115491.69,1,1,1,181366.42,0
1265,15758412,Customer_1264,654,France,Male,59,4,0.0,2,1,0,16606.79,0
1266,13278654,Customer_1265,549,France,Female,67,0,166717.77,2,1,1,30692.92,1
1267,12569901,Customer_1266,585,France,Male,78,6,7857.95,1,1,0,141222.76,1
1268,15938399,Customer_1267,690,France,Female,58,5,90040.14,1,1,0,75428.86,1
1269,11683969,Customer_1268,485,Germany,Female,74,8,0.0,2,1,0,138768.89,1
1270,19485454,Customer_1269,727,France,Female,19,3,0.0,1,1,1,53270.12,1
1271,15021188,Customer_1270,785,Germany,Female,87,3,44939.82,2,0,1,129369.22,1
1272,14976271,Customer_1271,465,Spain,Male,48,7,0.0,2,1,1,100841.88,0
1273,14050565,Customer_1272,802,Spain,Male,40,3,238774.95,2,1,1,33354.51,0
1274,19220898,Customer_1273,754,France,Female,71,2,96192.66,1,0,1,186591.15,0
1275,15288511,Customer_1274,504,France,Male,45,6,0.0,3,1,1,160517.63,0
1276,16973343,Customer_1275,771,France,Male,36,4,179727.95,1,0,0,158404.24,0
1277,14153088,Customer_1276,738,France,Male,65,8,134551.08,1,1,1,142415.76,0
1278,13691567,Customer_1277,690,Spain,Female,19,4,180911.15,2,1,0,14056.17,0
1279,11633558,Customer_1278,666,France,Male,28,8,0.0,2,1,0,105878.24,0
1280,14794512,Customer_1279,741,France,Male,61,5,0.0,1,1,1,152682.52,0
1281,14583652,Customer_1280,691,Germany,Male,76,5,35110.05,2,1,0,51182.31,0
1282,19153054,Customer_1281,367,Germany,Female,76,5,42290.46,2,1,0,126899.94,0
1283,17089116,Customer_1282,737,Germany,Male,55,6,85392.31,2,1,1,186601.74,0
1284,14667317,Customer_1283,353,France,Male,42,3,0.0,2,1,0,153057.04,0
1285,15315532,Customer_1284,514,France,Female,38,3,0.0,4,1,0,114051.43,1
1286,10835899,Customer_1285,476,Germany,Male,59,8,226741.06,3,0,0,68885.62,0
1287,19572094,Customer_1286,748,France,Female,53,6,217968.03,3,1,1,130942.3,1
1288,13397599,Customer_1287,771,France,Female,26,9,55631.73,2,0,0,145736.72,0
1289,11411433,Customer_1288,760,France,Female,29,5,182419.09,1,1,1,131176.32,0
1290,14880250,Customer_1289,562,France,Female,27,0,0.0,2,1,1,153529.56,0
1291,14525329,Customer_1290,397,France,Female,76,6,232795.73,2,0,1,63056.97,0
1292,19862226,Customer_1291,395,France,Female,22,5,53633.96,1,1,1,106484.11,0
1293,17666974,Customer_1292,395,Germany,Male,50,3,0.0,2,1,1,114247.6,0
1294,16297884,Customer_1293,397,Germany,Female,86,7,210596.29,2,1,0,27078.15,0
1295,12544471,Customer_1294,536,Spain,Male,80,6,179226.9,2,1,1,43543.44,0
1296,13130225,Customer_1295,469,France,Male,46,7,0.0,1,0,0,68258.3,0
1297,14986578,Customer_1296,481,France,Female,35,8,39485.85,2,0,0,19073.67,0
1298,19651791,Customer_1297,808,France,Male,23,0,221198.17,1,1,1,54384.67,0
1299,18471730,Customer_1298,368,Germany,Male,70,2,169405.09,1,1,0,109209.77,0
1300,17367444,Customer_1299,790,Germany,Male,49,1,162890.2,1,1,0,112931.54,0
1301,18994717,Customer_1300,624,France,Female,59,2,145645.97,1,1,1,57391.16,0
1302,16650661,Customer_1301,824,Spain,Male,64,1,191219.12,1,1,0,189832.76,0
1303,19603419,Customer_1302,581,France,Male,48,5,103902.08,1,1,0,98761.65,1
1304,15291334,Customer_1303,391,Germany,Female,79,8,33205.31,2,1,1,131082.49,0
1305,17184912,Customer_1304,441,Germany,Male,73,1,0.0,1,0,0,15768.85,0
1306,16487702,Customer_1305,610,Spain,Male,28,3,187025.49,2,1,1,85844.61,0
1307,18129017,Customer_1306,397,Germany,Male,43,4,0.0,2,0,0,113000.59,0
1308,18339706,Customer_1307,758,Spain,Female,44,4,0.0,1,1,1,69328.32,0
